,Est,time,max_d,mean_d,triangles
341,1.0,2103,5,2.96,27.0
342,0.4988,10000000,7,3.6,56.0
343,0.3019,10000000,9,4.12,81.0
344,0.395,10000000,7,3.88,63.0
345,1.0,3177791,7,3.36,45.0
346,0.3478,10000000,8,4.08,78.0
347,0.3456,10000000,6,3.68,58.0
348,1.0,13517,6,3.24,39.0
349,0.5713,10000000,7,3.56,50.0
350,0.4713,10000000,8,3.64,62.0
351,0.5933,10000000,7,3.44,45.0
352,0.6212,10000000,7,3.64,56.0
353,0.585,10000000,7,3.6,49.0
354,0.3462,10000000,9,4.04,90.0
355,1.0,13155,7,3.32,38.0
356,0.7141,10000000,8,3.08,36.0
357,0.4021,10000000,6,3.72,57.0
358,0.5803,10000000,6,3.4,48.0
359,0.4014,10000000,10,4.36,86.0
360,0.7897,10000000,8,3.12,35.0
361,1.0,5675,6,3.32,41.0
362,0.7009,10000000,8,3.32,56.0
363,0.7684,10000000,7,3.2,39.0
364,1.0,23888,6,2.92,27.0
365,0.9999,39315,6,3.44,47.0
366,0.9999,354377,6,3.6,49.0
367,0.4221,10000000,6,3.72,63.0
368,1.0,1206,5,2.92,28.0
369,0.1414,10000000,7,4.2,75.0
370,1.0,37835,7,3.32,38.0
371,0.5413,10000000,10,3.64,64.0
372,0.9999,1290,5,3.04,29.0
373,0.6509,10000000,7,3.4,43.0
374,1.0,208286,6,3.28,43.0
375,1.0,471096,7,3.32,40.0
376,1.0,49040,6,3.36,40.0
377,0.6729,10000000,9,3.72,60.0
378,0.4164,10000000,7,3.52,47.0
379,0.6207,10000000,8,3.36,50.0
380,0.6385,10000000,7,3.4,49.0
381,1.0,2804,6,3.44,38.0
382,0.4679,10000000,9,3.92,73.0
383,0.5397,10000000,7,3.6,58.0
384,0.717,10000000,8,3.4,45.0
385,1.0,2474248,6,3.4,44.0
386,1.0,825,5,3.16,37.0
387,0.6184,10000000,8,3.6,56.0
388,0.5755,10000000,9,3.52,50.0
389,0.5982,10000000,7,3.44,52.0
390,0.7047,10000000,7,3.32,45.0
391,0.7732,10000000,6,3.48,50.0
392,0.2004,10000000,8,4.24,79.0
393,1.0,3876,6,2.92,25.0
394,0.286,10000000,7,4.24,77.0
395,1.0,1240,5,3.36,38.0
396,0.6245,10000000,6,3.4,44.0
397,1.0,138344,7,3.36,40.0
398,0.5196,10000000,7,3.76,60.0
399,0.9999,5209102,6,3.28,42.0
400,0.4143,10000000,9,3.92,64.0
401,1.0,8654,7,3.16,38.0
402,0.3193,10000000,8,4.04,65.0
403,0.6619,10000000,9,3.72,75.0
404,0.7087,10000000,7,3.32,48.0
405,0.9999,117362,8,3.4,44.0
406,1.0,6751,6,2.96,28.0
407,1.0,6479011,6,3.72,56.0
408,1.0,4587,5,3.28,41.0
409,0.6438,10000000,8,3.56,57.0
410,1.0,1952,6,3.32,39.0
411,0.4846,10000000,7,3.6,48.0
412,0.7809,10000000,6,3.48,50.0
413,1.0,9678,6,2.88,25.0
414,0.4707,10000000,9,4.2,91.0
415,1.0,5792088,6,3.44,49.0
416,0.576,10000000,9,3.92,81.0
417,1.0,7011,6,3.12,35.0
418,1.0,2458,6,3.16,37.0
419,1.0,1249,6,2.84,22.0
420,1.0,1716,7,3.12,34.0
421,1.0,1508,5,2.92,25.0
422,0.8573,10000000,6,3.32,46.0
423,0.4455,10000000,8,3.8,62.0
424,0.5076,10000000,7,3.76,54.0
425,0.9999,2237,6,3.36,37.0
426,1.0,194424,6,3.48,46.0
427,1.0,26149,6,3.52,43.0
428,1.0,2289,6,3.28,37.0
429,1.0,1732,5,3.08,29.0
430,1.0,1327788,7,3.44,44.0
431,0.4126,10000000,7,3.48,45.0
432,0.9999,1226,5,2.84,27.0
433,0.5301,10000000,7,3.76,65.0
434,0.624,10000000,11,4.36,141.0
435,0.9999,57902,6,3.36,42.0
436,0.5486,10000000,7,3.6,59.0
437,1.0,1766,6,3.12,33.0
438,0.611,10000000,7,3.8,60.0
439,1.0,1309,5,2.84,23.0
440,1.0,2186,7,3.36,43.0
441,1.0,1258,5,3.0,28.0
442,0.6128,10000000,7,3.4,47.0
443,1.0,2688,6,3.28,35.0
444,0.4983,10000000,8,3.6,49.0
445,0.7138,10000000,7,3.48,47.0
446,1.0,2830516,7,3.24,37.0
447,1.0,1145767,6,3.4,41.0
448,1.0,8358,6,3.04,27.0
449,0.6678,10000000,8,3.64,58.0
450,1.0,4164,6,3.36,42.0
451,0.9999,54648,6,3.24,37.0
452,1.0,1542,6,3.2,32.0
453,0.5878,10000000,7,3.64,51.0
454,0.5036,10000000,7,3.76,61.0
455,0.6377,10000000,7,3.4,54.0
456,0.9999,94807,6,3.6,52.0
457,0.716,10000000,8,3.32,49.0
458,0.229,10000000,7,4.0,73.0
459,0.9999,7388497,6,3.4,47.0
460,0.9999,38727,7,3.32,40.0
461,0.4441,10000000,7,3.56,54.0
462,1.0,1780,6,3.28,39.0
463,1.0,172563,6,3.16,35.0
464,0.4612,10000000,7,3.68,58.0
465,1.0,1903,5,2.88,22.0
466,1.0,1007,6,3.12,28.0
467,0.9999,970279,6,3.36,39.0
468,1.0,6025060,6,3.28,48.0
469,1.0,8483,6,3.0,31.0
470,1.0,3262,6,3.36,39.0
471,0.4355,10000000,7,3.64,55.0
472,0.5575,10000000,8,3.76,59.0
473,0.7084,10000000,10,3.88,83.0
474,0.5315,10000000,6,3.6,49.0
475,0.4408,10000000,8,3.96,68.0
476,0.5139,10000000,6,3.68,53.0
477,0.671,10000000,7,3.32,42.0
478,0.9999,1015,6,2.92,27.0
479,0.2588,10000000,10,4.64,116.0
480,1.0,7756,6,3.24,38.0
481,0.6532,10000000,8,3.72,71.0
482,0.3323,10000000,8,4.2,84.0
483,0.9999,3173,6,3.4,43.0
484,0.2144,10000000,7,4.12,78.0
485,0.5918,10000000,9,3.72,65.0
486,1.0,4808,6,3.32,44.0
487,1.0,1778,6,3.12,34.0
488,0.5339,10000000,7,3.52,57.0
489,1.0,116308,7,3.48,47.0
490,1.0,27391,6,2.92,25.0
491,0.4929,10000000,8,4.0,73.0
492,1.0,45248,6,2.92,32.0
493,1.0,1239935,7,3.4,46.0
494,0.7583,10000000,7,3.4,51.0
495,1.0,23891,5,3.4,46.0
496,1.0,65361,6,3.08,36.0
497,0.3945,10000000,7,3.76,59.0
498,0.9999,53615,7,3.28,38.0
499,0.5645,10000000,7,3.6,49.0
