,Est,time,max_d,mean_d,triangles
101,0.1353,10000000,9,4.96,113.0
102,0.0001,666,10,5.6,144.0
103,0.2626,10000000,11,4.92,123.0
104,0.0318,10000000,9,5.48,138.0
105,0.1259,10000000,11,5.2,133.0
106,0.0,39829,8,5.0,116.0
107,0.0733,10000000,12,5.8,183.0
108,0.3294,10000000,13,5.08,171.0
109,0.256,10000000,10,5.12,151.0
110,0.1477,10000000,12,5.24,143.0
111,0.0627,10000000,9,5.0,121.0
112,0.0,170082,9,4.72,101.0
113,0.1545,10000000,10,5.2,134.0
114,0.0,3558,8,5.04,114.0
115,0.1287,10000000,11,5.68,201.0
116,0.1654,10000000,10,4.84,116.0
117,0.1623,10000000,7,4.28,77.0
118,0.2826,10000000,8,4.48,108.0
119,0.213,10000000,11,4.76,111.0
120,0.0918,10000000,12,5.28,136.0
121,0.1232,10000000,10,4.84,118.0
122,0.2817,10000000,10,4.52,85.0
123,0.0,488099,10,5.16,128.0
124,0.0,40309,10,5.0,128.0
125,0.0485,10000000,15,6.8,263.0
126,0.0,62529,9,5.32,126.0
127,0.0,8765612,12,5.8,196.0
128,0.0,18526,13,5.92,207.0
129,0.0,1218,12,6.2,215.0
130,0.1016,10000000,11,5.6,177.0
131,0.0,41233,9,4.72,97.0
132,0.0,20232,9,5.4,146.0
133,0.0,41858,8,5.32,137.0
134,0.0,1563902,11,5.8,166.0
135,0.1401,10000000,8,4.92,128.0
136,0.0236,10000000,10,5.12,120.0
137,0.0495,10000000,10,5.84,186.0
138,0.0,5371,9,5.2,138.0
139,0.0,10608,9,5.4,143.0
140,0.0623,10000000,8,4.76,101.0
141,0.1835,10000000,9,4.48,86.0
142,0.2084,10000000,9,4.44,90.0
143,0.2085,10000000,9,4.64,95.0
144,0.1958,10000000,7,4.6,95.0
145,0.0,15748,15,5.64,170.0
146,0.1485,10000000,9,5.12,131.0
147,0.0,855178,9,5.12,124.0
148,0.0,1206964,9,4.88,102.0
149,0.0533,10000000,11,5.44,140.0
150,0.1138,10000000,10,5.12,129.0
151,0.1241,10000000,11,5.32,145.0
152,0.0,9772,10,5.08,128.0
153,0.1736,10000000,9,4.8,109.0
154,0.0976,10000000,12,5.44,155.0
155,0.1863,10000000,10,5.32,146.0
156,0.1844,10000000,10,5.32,159.0
157,0.0,1096422,9,5.24,121.0
158,0.1096,10000000,8,4.88,102.0
159,0.2589,10000000,14,6.0,221.0
160,0.148,10000000,9,4.8,95.0
161,0.0,33000,12,6.04,203.0
162,0.0001,621,12,6.16,189.0
163,0.1156,10000000,11,5.92,197.0
164,0.0001,1153,10,5.32,124.0
165,0.0,91217,9,4.6,85.0
166,0.0,50260,9,5.12,112.0
167,0.1278,10000000,11,5.44,188.0
168,0.0,664438,12,5.92,223.0
169,0.2109,10000000,10,5.48,188.0
170,0.1499,10000000,13,5.72,198.0
171,0.0,15699,11,5.28,155.0
172,0.2077,10000000,11,5.08,129.0
173,0.0,1753699,8,4.96,113.0
174,0.1341,10000000,8,4.44,89.0
175,0.2876,10000000,10,5.08,129.0
176,0.0,30800,9,5.8,161.0
177,0.0,2306268,10,5.16,123.0
178,0.0841,10000000,13,5.52,153.0
179,0.0,42524,9,5.4,142.0
180,0.262,10000000,7,4.04,53.0
181,0.1454,10000000,10,5.2,130.0
182,0.1572,10000000,13,5.6,182.0
183,0.0931,10000000,10,4.92,121.0
184,0.0,29112,8,5.2,113.0
185,0.2272,10000000,8,4.48,83.0
186,0.0001,111503,7,4.52,83.0
187,0.0783,10000000,9,4.92,114.0
188,0.0,9966206,10,5.32,135.0
189,0.0,37822,11,6.12,196.0
190,0.2597,10000000,10,5.12,119.0
191,0.1094,10000000,9,5.4,122.0
192,0.0863,10000000,8,4.96,124.0
193,0.1016,10000000,10,4.84,109.0
194,0.0954,10000000,10,5.04,121.0
195,0.2399,10000000,10,5.28,168.0
196,0.0,570819,9,5.48,141.0
197,0.0,232653,9,4.96,119.0
198,0.3995,10000000,10,4.88,120.0
199,0.2146,10000000,9,4.64,103.0
200,0.2355,10000000,10,5.32,164.0
201,0.0,32805,11,5.36,129.0
202,0.0,81255,10,5.32,129.0
203,0.1087,10000000,10,4.76,107.0
204,0.0,1993526,9,4.8,98.0
205,0.0,4575671,9,4.96,109.0
206,0.1302,10000000,9,5.52,174.0
207,0.0,32641,11,5.48,149.0
208,0.2837,10000000,10,4.8,144.0
209,0.0973,10000000,8,4.76,115.0
210,0.0526,10000000,10,5.36,147.0
211,0.0,1690,8,5.28,128.0
212,0.0,2947213,9,5.2,143.0
213,0.0001,8963809,10,5.36,128.0
214,0.1377,10000000,9,5.28,145.0
215,0.1309,10000000,7,4.52,96.0
216,0.1101,10000000,10,5.6,142.0
217,0.1417,10000000,9,4.84,98.0
218,0.1303,10000000,11,5.44,163.0
219,0.1989,10000000,9,5.08,139.0
220,0.1024,10000000,10,5.16,133.0
221,0.2786,10000000,10,5.24,149.0
222,0.4132,10000000,9,4.52,93.0
223,0.0001,2265,12,6.28,201.0
224,0.155,10000000,10,5.24,154.0
225,0.038,10000000,10,5.52,163.0
226,0.0892,10000000,11,5.96,185.0
227,0.0603,10000000,8,4.84,108.0
228,0.1221,10000000,10,4.68,102.0
229,0.0361,10000000,10,5.72,170.0
230,0.1065,10000000,12,6.68,242.0
231,0.1261,10000000,10,4.84,126.0
232,0.1508,10000000,11,5.04,140.0
233,0.1091,10000000,10,5.32,153.0
234,0.1087,10000000,11,5.88,184.0
235,0.3417,10000000,10,4.56,98.0
236,0.1357,10000000,8,4.96,132.0
237,0.1051,10000000,11,5.68,183.0
238,0.2772,10000000,9,5.36,156.0
239,0.252,10000000,9,4.64,101.0
240,0.0629,10000000,11,6.2,234.0
241,0.0001,2732424,7,4.4,76.0
242,0.2447,10000000,11,5.4,175.0
243,0.3655,10000000,9,4.48,95.0
244,0.1234,10000000,12,5.68,168.0
245,0.2849,10000000,9,4.6,111.0
246,0.1794,10000000,11,5.2,139.0
247,0.0671,10000000,9,4.96,115.0
248,0.2144,10000000,9,4.6,108.0
249,0.0594,10000000,11,5.6,144.0
250,0.0,21330,8,4.96,115.0
251,0.0,6408331,11,5.72,164.0
252,0.131,10000000,10,5.16,116.0
253,0.1465,10000000,10,5.0,140.0
254,0.0,9873062,8,4.68,93.0
255,0.0,5602,8,4.96,102.0
256,0.2581,10000000,13,5.32,167.0
257,0.0001,20846,9,5.08,124.0
258,0.1871,10000000,11,5.36,154.0
259,0.123,10000000,8,4.84,128.0
260,0.0,3961628,11,6.0,176.0
261,0.0,1960,10,5.96,163.0
262,0.0,26760,11,5.24,133.0
263,0.1471,10000000,9,5.04,136.0
264,0.041,10000000,12,5.64,183.0
265,0.0,1170742,9,4.88,114.0
266,0.1407,10000000,10,5.12,142.0
267,0.174,10000000,9,4.84,106.0
268,0.1199,10000000,11,5.28,148.0
269,0.0768,10000000,10,5.24,136.0
270,0.0,6073,10,4.92,103.0
271,0.5594,10000000,11,4.8,128.0
272,0.1241,10000000,11,4.92,135.0
273,0.3217,10000000,10,4.92,128.0
274,0.1449,10000000,13,6.36,219.0
275,0.0,1322959,9,4.84,101.0
276,0.0827,10000000,10,5.0,124.0
277,0.1789,10000000,10,5.12,130.0
278,0.161,10000000,11,5.08,128.0
279,0.2154,10000000,9,4.6,92.0
280,0.0,5753,14,5.64,182.0
281,0.0001,892,9,5.2,126.0
282,0.2718,10000000,10,4.92,125.0
283,0.3792,10000000,9,4.44,87.0
284,0.0,20390,10,5.44,145.0
285,0.0,474267,9,5.44,142.0
286,0.1536,10000000,10,5.44,138.0
287,0.2092,10000000,9,5.0,118.0
288,0.0001,25063,9,4.8,104.0
289,0.1215,10000000,10,5.28,125.0
290,0.0873,10000000,11,5.8,175.0
291,0.0448,10000000,9,4.96,117.0
292,0.1587,10000000,9,5.16,138.0
293,0.1297,10000000,12,5.24,151.0
294,0.0,18722,8,4.6,83.0
295,0.0,534886,8,4.84,110.0
296,0.0,2104,9,5.4,140.0
297,0.0,3384701,8,4.4,82.0
298,0.0,25752,8,4.96,109.0
299,0.204,10000000,7,4.24,84.0
300,0.289,10000000,9,4.64,98.0
301,0.0,1976,10,5.36,141.0
302,0.0,1242,8,4.96,97.0
303,0.2369,10000000,10,4.84,109.0
304,0.0,1485936,11,5.72,174.0
305,0.0,3930,8,5.4,136.0
306,0.0,2042,11,6.64,244.0
307,0.0,2088234,8,5.08,110.0
308,0.0899,10000000,10,5.52,187.0
309,0.1044,10000000,13,6.36,247.0
310,0.3482,10000000,9,4.28,90.0
311,0.0,4241,8,4.84,105.0
312,0.0,597340,8,5.36,133.0
313,0.1789,10000000,9,4.8,105.0
314,0.0,15854,10,5.64,158.0
315,0.0,961,10,5.4,131.0
316,0.0818,10000000,9,5.36,132.0
317,0.0,240380,9,5.12,121.0
318,0.0,4112,9,5.0,116.0
319,0.3392,10000000,9,4.64,93.0
320,0.0,80283,12,5.56,159.0
321,0.0953,10000000,9,5.0,127.0
322,0.3517,10000000,12,5.36,173.0
323,0.2465,10000000,9,4.68,107.0
324,0.1828,10000000,9,4.52,88.0
325,0.0,569,10,6.32,210.0
326,0.0,556653,11,5.56,153.0
327,0.1983,10000000,9,4.72,99.0
328,0.2336,10000000,8,4.24,76.0
329,0.0,3407031,9,4.72,105.0
330,0.0,68115,10,5.6,149.0
331,0.1517,10000000,9,4.64,115.0
332,0.0,266376,9,5.32,139.0
333,0.0783,10000000,10,5.12,120.0
334,0.2163,10000000,10,4.92,123.0
335,0.0,13271,13,7.24,286.0
336,0.0,86599,11,5.32,134.0
337,0.0,2431354,10,5.08,124.0
338,0.0,660267,9,4.84,101.0
339,0.2157,10000000,9,4.72,110.0
340,0.0615,10000000,9,4.96,117.0
341,0.062,10000000,8,4.92,119.0
342,0.2581,10000000,8,4.6,92.0
343,0.1097,10000000,11,5.32,143.0
344,0.1767,10000000,11,5.28,162.0
345,0.0,723413,10,5.0,139.0
346,0.158,10000000,8,5.12,133.0
347,0.1051,10000000,9,4.88,109.0
348,0.1429,10000000,10,5.16,126.0
349,0.0,8405249,10,5.2,124.0
350,0.0,41362,12,5.88,196.0
351,0.0,891511,11,5.4,173.0
352,0.0289,10000000,12,5.68,165.0
353,0.3301,10000000,10,5.12,136.0
354,0.0,55531,9,4.92,109.0
355,0.0,139132,8,4.8,100.0
356,0.0,84933,10,5.8,158.0
357,0.0,19008,9,5.08,111.0
358,0.0812,10000000,12,5.08,151.0
359,0.0,271342,10,5.2,114.0
360,0.0,1660078,10,5.32,138.0
361,0.148,10000000,12,5.64,148.0
362,0.0,7169,10,5.96,179.0
363,0.0677,10000000,9,5.12,123.0
364,0.3098,10000000,7,4.48,88.0
365,0.1085,10000000,11,5.2,158.0
366,0.076,10000000,10,5.88,169.0
367,0.0877,10000000,11,5.64,171.0
368,0.2037,10000000,10,4.88,115.0
369,0.0994,10000000,10,5.8,201.0
370,0.073,10000000,9,5.76,151.0
371,0.3407,10000000,9,4.6,107.0
372,0.1363,10000000,9,4.8,124.0
373,0.0922,10000000,10,5.36,155.0
374,0.0001,5825,9,5.12,119.0
375,0.3159,10000000,9,4.92,116.0
376,0.0,7324,10,5.08,133.0
377,0.0593,10000000,13,5.28,135.0
378,0.0,5933791,12,5.52,163.0
379,0.2279,10000000,10,4.56,93.0
380,0.0971,10000000,11,5.16,133.0
381,0.0,3447528,10,5.64,164.0
382,0.0,230193,9,5.16,121.0
383,0.2219,10000000,9,4.72,101.0
384,0.0697,10000000,8,4.72,111.0
385,0.1009,10000000,9,5.04,113.0
386,0.0,12813,13,6.48,228.0
387,0.2659,10000000,8,4.6,100.0
388,0.227,10000000,11,4.96,117.0
389,0.2564,10000000,8,4.4,80.0
390,0.0,3691818,10,5.24,125.0
391,0.0,2536,9,5.24,143.0
392,0.2889,10000000,14,6.08,223.0
393,0.1859,10000000,11,5.2,149.0
394,0.1469,10000000,11,5.72,155.0
395,0.0729,10000000,9,4.72,90.0
396,0.4512,10000000,9,4.36,92.0
397,0.2968,10000000,8,4.28,82.0
398,0.0,26840,9,4.88,113.0
399,0.0744,10000000,10,5.4,162.0
400,0.0,2201146,9,5.0,116.0
401,0.0,18988,8,4.8,93.0
402,0.0,242210,10,5.32,149.0
403,0.0,1843749,9,4.84,110.0
404,0.0,483559,8,4.8,112.0
405,0.0,2398751,9,5.12,124.0
406,0.0,3685,10,5.2,123.0
407,0.082,10000000,8,4.64,99.0
408,0.0,1241955,10,5.48,167.0
409,0.0,2495166,9,5.08,128.0
410,0.0829,10000000,11,5.4,141.0
411,0.0,27243,11,5.76,193.0
412,0.3715,10000000,8,4.64,109.0
413,0.0,3493609,8,4.68,102.0
414,0.0,138724,8,4.8,113.0
415,0.2314,10000000,9,4.64,104.0
416,0.0,342346,9,5.2,154.0
417,0.0,7366960,10,5.28,121.0
418,0.2556,10000000,10,5.0,114.0
419,0.2032,10000000,8,4.64,86.0
420,0.1081,10000000,9,5.04,124.0
421,0.1058,10000000,9,5.16,134.0
422,0.1426,10000000,11,5.6,177.0
423,0.1923,10000000,11,5.56,176.0
424,0.0,463942,11,5.92,171.0
425,0.0,2652690,9,5.16,131.0
426,0.2724,10000000,9,5.0,127.0
427,0.2016,10000000,10,4.76,122.0
428,0.116,10000000,10,5.08,126.0
429,0.1793,10000000,11,5.04,132.0
430,0.0501,10000000,11,5.48,155.0
431,0.0916,10000000,11,4.84,109.0
432,0.1293,10000000,14,5.84,185.0
433,0.142,10000000,11,5.48,174.0
434,0.1424,10000000,11,5.84,168.0
435,0.0,16088,11,6.12,200.0
436,0.324,10000000,11,4.6,113.0
437,0.3664,10000000,11,5.04,137.0
438,0.1257,10000000,9,5.36,144.0
439,0.0,1891,9,5.84,157.0
440,0.1217,10000000,8,4.72,96.0
441,0.0,3862197,8,4.84,108.0
442,0.0688,10000000,9,5.36,145.0
443,0.0,2047,9,5.4,135.0
444,0.0001,3430,9,5.32,135.0
445,0.1157,10000000,9,4.88,118.0
446,0.0001,180050,10,5.28,134.0
447,0.0001,68173,12,5.56,164.0
448,0.3404,10000000,8,4.4,97.0
449,0.3837,10000000,8,4.56,95.0
450,0.3813,10000000,11,4.96,125.0
451,0.0,57944,10,5.76,177.0
452,0.0,224484,10,5.2,147.0
453,0.2003,10000000,8,4.56,104.0
454,0.0,20993,10,5.28,137.0
455,0.2125,10000000,9,4.72,96.0
456,0.272,10000000,11,5.84,198.0
457,0.2405,10000000,9,4.72,118.0
458,0.0,6880725,13,6.12,211.0
459,0.0,9266229,7,4.64,103.0
460,0.0,116206,11,5.16,145.0
461,0.0,85934,9,4.92,117.0
462,0.1086,10000000,11,5.16,134.0
463,0.0,4593,10,5.64,154.0
464,0.1065,10000000,10,5.2,127.0
465,0.2878,10000000,10,4.64,107.0
466,0.0,3667,7,4.84,114.0
467,0.0,3830199,14,6.24,228.0
468,0.0,5225316,7,4.32,71.0
469,0.1839,10000000,10,5.04,118.0
470,0.3313,10000000,7,4.28,69.0
471,0.2204,10000000,8,4.36,79.0
472,0.0,4759600,10,4.76,102.0
473,0.2032,10000000,8,4.44,79.0
474,0.1675,10000000,8,4.76,108.0
475,0.1923,10000000,10,5.04,134.0
476,0.0,756831,12,6.0,191.0
477,0.2391,10000000,11,4.68,102.0
478,0.1635,10000000,9,5.08,126.0
479,0.3839,10000000,9,4.44,93.0
480,0.1924,10000000,10,4.76,110.0
481,0.0,3730385,8,4.68,98.0
482,0.2285,10000000,8,4.56,96.0
483,0.0,503582,8,4.84,97.0
484,0.0912,10000000,10,5.68,161.0
485,0.0,5151,12,6.72,244.0
486,0.1973,10000000,9,4.84,106.0
487,0.1366,10000000,8,4.88,102.0
488,0.2562,10000000,9,4.48,84.0
489,0.0438,10000000,11,5.76,177.0
490,0.0,16610,9,5.64,144.0
491,0.0799,10000000,9,4.72,104.0
492,0.2482,10000000,7,4.56,92.0
493,0.0998,10000000,8,4.6,95.0
494,0.3103,10000000,9,5.0,131.0
495,0.0001,164276,10,5.0,122.0
496,0.0,2488735,10,5.4,145.0
497,0.2398,10000000,8,4.44,91.0
498,0.3658,10000000,7,4.12,70.0
499,0.0,55857,12,6.04,190.0
